Name,Distillery/Brand,Region,Bottler,Country,Rating,Reviews,Capacity (cl),Alcohol Percentage %,Price,Awards,Palate,Finish,Nose,Alcohol Percentage
Fettercairn Warehouse 2 Batch No. 004,Fettercairn,Scotland,Fettercairn,Scotch Whisky,0.0,0.0,70,48,54.94,0,"A pleasing continuation of the nose, now with hints of red berries and espresso, but honeyed melon sweetness is never far away.",Some late palate tannin gives way to soft cocoa and grapefruit peel.,"Whole peanut and some meatiness, before apple strudel fruit notes slowly come to the fore with a touch of Fryâs Orange Cream.","(70cl, 48.8%)"
Caol Ila 8 Year Old 2014 Tokaji Wine Cask Finish - Benchmark (Murray McDavid),Caol Ila,Scotland,Murray McDavid,Scotch Whisky,0.0,0.0,70,56,74.95,0,"Tropical fruits arrive, with charred apricot and pineapple, hints of salted mango, and waxed citrus backed by runny honey and bonfire smoke.","Aromatic woodsmoke, salted fudge, pink peppercorn, and lingering smoked fruit.","Vibrant layers of herbaceous peat and stewed, syrupy sultanas, joined by robust roasted malt and honeyed tea cakes.","(70cl, 56.4%)"
Egan's 10 Year Old Single Malt,Egan's,Ireland,Egan's,Irish Whiskey,4.5,4.0,70,47,65.03,0,"Malty cereal notes and cream intertwined with mango, banana and cranberries.","Honeyed, malty sweetness and notes of oak in the long finish.","Light smoke alongside aromas of pineapple, coconut, vanilla, apples and freshly baked cookies.","(70cl, 47%)"
White Oak Tokinoka Black,White Oak,Japan,White Oak,Japanese Whisky,3.0,1.0,50,50,52.94,0,"Creamy vanilla, exotic fruit and toasted oak lead, with prickles of sweet spice.","An elegant, medium length finish.","Citrus fruits, dried apricots and floral honey.","(50cl, 50%)"
Port Askaig 8 Year Old,Port Askaig,Scotland,Port Askaig,Scotch Whisky,3.5,22.0,70,45,47.4,2,"Soft salted caramel brings a sweetness to the palate, with waves of coastal peat smoke crashing underneath.","Medium length, with a hot kick of peppercorn.","Charcoal, salted crisps and a good squeeze of lemon.","(70cl, 45.8%)"
Johnnie Walker Red Label â Icons 2.0,Johnnie Walker,Scotland,Johnnie Walker,Scotch Whisky,0.0,0.0,70,40,19.9,0,"Cedar wood, oak and butterscotch, aniseed, Christmas cake and malt.","Long, spiced nose with smoke on the tail.","A surprisingly rich, aromatic nose with heather honey, mixed peels, soft smoke and rum spice.","(70cl, 40%)"
Big Peat Beach BBQ Edition â FÃ¨is Ãle 2022,Big Peat,Scotland,Douglas Laing,Scotch Whisky,5.0,1.0,70,54,49.9,0,"Coastal peat is right up front, paired with touches of dark chocolate, salt and pepper crisps, and new leather.","Peppercorn, smoke, and charred cedar.","Singed barley with a meatiness to it, joined by honey roasted peanuts and salted lemons.","(70cl, 54.2%)"
James Cree's 8 Year Old Cattle Ranch Whiskey,James Cree's,United States,James Cree's,American Whiskey,0.0,0.0,70,40,45.74,0,"White chocolate, woody spices, vanilla cream, and clove-studded orange.","Chocolate spread on toast, with more citrus lingering.","Orange oil, chocolate fudge, and caramel popcorn, with a hit of chilli spice.","(70cl, 40%)"
The Balvenie 40 Year Old,Balvenie,Scotland,Balvenie,Scotch Whisky,5.0,4.0,70,46,5771.96,2,"Cinnamon, nutmeg, thyme honey which develops floral hints further on. Sherried goodness surrounds it all wonderfully.",Sweet and warming with honey.,"Rich, elegant floral notes waft up first, with dried apricots and crystallised citrus peels and ginger. Freshly crushed vanilla pods and a good hint of warm oak.","(70cl, 46%)"
Aberlour 11 Year Old 2011 - Strictly Limited (CÃ rn MÃ²r),Aberlour,Scotland,Carn Mor,Scotch Whisky,0.0,0.0,70,47,63.95,0,"Baked apple, crumbly shortbread, and a touch of Turkish delight.",Peppery spice and milk chocolate.,"Oat cookies, subtle peach, caramel, and woody spice.","(70cl, 47.5%)"
Teaninich 14 Year Old 2008 - Bodega Series (Goldfinch Whisky Merchants),Teaninich,Scotland,Goldfinch,Scotch Whisky,0.0,0.0,70,52,88.58,0,"Candied nuts mixed with juicy sultanas and currants, herbal barley, and hints of fiery ginger and nutmeg.","Chocolate almonds, honeyed orchard fruits, lingering cakey spice.","Zesty marmalade, buttered walnut loaf, and set honey.","(70cl, 52%)"
Glenburgie 10 Year Old 2011 - Big Brother (Na BrÃ ithrean),Glenburgie,Scotland,Na BrÃ ithrean,Scotch Whisky,0.0,0.0,70,50,74.95,0,"Sweet dark fruit on the palate with black pepper, chilli, and wood fire.",Lingering smoke and spice.,"Sweet vanilla and orchard fruit on the nose with spice, and a touch of smoke.","(70cl, 50%)"
Daddy Rack 4 Year Old Cask Strength (barrel 06),Daddy Rack,United States,Daddy Rack,American Whiskey,0.0,0.0,70,61,62.79,0,"Sweet vanilla, oaken caramel with jammy cherry, and dark chocolate.","Biscuity spice with notes of forest fruits, creamy grain, and oak char.","Fresh peach and green apple lead, with prickles of pepper and orange zest.","(70cl, 61.6%)"
Rabbit Hole Boxergrail Kentucky Straight Rye Whiskey,Rabbit Hole,United States,Rabbit Hole,American Whiskey,3.0,1.0,70,47,45.9,0,"Still plenty of oak and spice to it, well-balanced by vanilla and a hint of cigar box.","Brown sugar, apple, blackberry, cassia.","Dark chocolate and toffee, underpinned by robust rye spiciness and a waft of warm sawdust.","(70cl, 47.5%)"
Port Dundas 15 Year Old 2006 - Single Grain Collection (Signatory),Port Dundas,Scotland,Signatory,Scotch Whisky,0.0,0.0,70,43,38.24,0,"Buttery oak and toasted sourdough with sweet strawberry jam, backed up by silky honey and vanilla fudge.","Butterscotch, a hint of citrus zest, and drying anise.","Floral notes of vanilla and raspberry with a creamy, sugary touch of crÃ¨me brÃ»lÃ©e.","(70cl, 43%)"
Balmenach 32 Year Old 1990 - Old & Rare Platinum (Hunter Laing),Balmenach,Scotland,Hunter Laing,Scotch Whisky,0.0,0.0,70,44,394.99,0,"More orchard fruits arrive, with warm, spiced crumble and silky toffee. A touch of gingerbread hovers, balanced by oaken vanilla.","That ginger heats up towards the end, while creamy barley and butterscotch linger.","Vanilla caramel and buttery fudge, a touch of roasted coffee, and baked apple sweetness.","(70cl, 44.5%)"
GlenAllachie 2014 (bottled 2021) - Wilson & Morgan,GlenAllachie,Scotland,Wilson & Morgan,Scotch Whisky,0.0,0.0,70,46,60.95,0,"Crushed almonds, toasted pecans, and oily walnut loaf lead to honeyed figs, dates, and prunes.","Meaty malt, drying sherried oak, poached pears, and leathery tang.","Heavy sherry with doughy brioche, candied nuts, and bold layers of rich, punchy fruit.","(70cl, 46%)"
Girvan 16 Year Old 2006 (cask 523223) - The Cooper's Choice (The Vintage Malt Whisky Co.),Girvan,Scotland,The Vintage Malt Whisky Co.,Scotch Whisky,0.0,0.0,70,57,85.0,0,"Juicy plums are backed by chewy toffee, maple Danish pastries, and sticky dates. Floral malt and sweet oak nestle beneath.","Caramel, nuts, marzipan, and cinnamon join cooked apples, flapjack, and ginger biscuits.","Honeyed granola, laced with vanilla and candied nuts, plus baking spice and syrupy stone fruits.","(70cl, 57.5%)"
King Of Scots The Peated Edition (Douglas Laing),Douglas Laing,Scotland,Douglas Laing,Scotch Whisky,0.0,0.0,70,40,17.95,0,Charred oak and campfire ash are balanced by butterscotch and citrus.,Vanilla and oak spice linger.,"Rich, earthy smoke drifts through golden barley, honey, and apple peel.","(70cl, 40%)"
Waterford Single Farm Origin - Lakefield 1.1,Waterford Distillery,Ireland,Waterford Distillery,Irish Whiskey,0.0,0.0,70,50,66.94,0,"Still nutty, now with brown bread and Sesame Snaps mixed in. A slow build of chocolatey notes appear later on.","Green apple, cut grass, a pinch of cinnamon.","Walnuts and pecans, with buttery biscuits and a hint of zesty citrus and crisp melon.","(70cl, 50%)"
Linkwood Fruity & Sweet Madeira Finish - Cask Craft (Murray McDavid),Linkwood,Scotland,Murray McDavid,Scotch Whisky,0.0,0.0,70,44,34.0,0,"It's a beautifully honeyed palate with syrupy fruits, peanut brittle, and a touch of clove.",Unctuous and long.,"Raspberry, toasted almond, vanilla ice cream, and a hint of mint.","(70cl, 44.5%)"
Caol Ila 16 Year Old 2007 (cask 205) - Cask Strength Collection (Signatory),Caol Ila,Scotland,Signatory,Scotch Whisky,0.0,0.0,70,53,134.95,0,"Something magical happens when you get Caol Ila and oloroso together, it's like a fever dream involving a barbecue and a Christmas cake, in the best possible way.","Coastal peat, with salted liquorice.","Caol Ila peat, with dark and brooding oloroso goodness â all the sticky dried fruits, and rich spice.","(70cl, 53.3%)"
Writers Tears Red Head,Walsh,Ireland,Walsh,Irish Whiskey,3.0,1.0,70,46,54.0,1,"An oily nuttiness, with fruity Christmas cake, tangy pineapple, liquorice and melted milk chocolate.",Rich walnut with oak and baking spice lingering.,"Candied orange peel, chocolate covered marzipan, sherried dried fruit, and praline and tropical fruit.","(70cl, 46%)"
Speyside #4 23 Year Old (That Boutique-y Whisky Company),That Boutique-y Whisky Company,Scotland,That Boutique-y Whisky Company,Scotch Whisky,0.0,0.0,50,45,149.95,0,"Spiced apple leads, joined by more sweet, tropical fruit and juicy barley. Baking spices nestle comfortably beneath, with a touch of charred oak in tow.","Caramelised fruit lingers, with a return of the toasted coconut from the nose, and a sprinkle of cinnamon sugar.","Light and fruity with tropical notes of coconut, vanilla, and candied pineapples joined by cooked apples drizzled with cream and caramel.","(50cl, 45.7%)"
SPEY Fumare Cask Strength - Batch 4,Speyside,Scotland,Speyside,Scotch Whisky,0.0,0.0,70,58,56.99,0,"Toffee apple, malt cereal, and toasty oak join the lush forest fruit sweetness and grassy peat.",Slightly burnt brown sugar and smoked herbs.,"Subtly smoky, shrouding honeyed nuts, stewed orchard fruit, and vanilla custard.","(70cl, 58%)"
Caol Ila 2010 (bottled 2022) - Wonders of the World (Swell de Spirits),Caol Ila,Scotland,Swell de Spirits,Scotch Whisky,0.0,0.0,50,57,89.17,0,"Plenty of bonfire and smoked meats, coastal minerality, plasters, sticky raisins, and drizzles of caramel.","The coastal smoke lingers, along with treacle and aromatic spices.","Coastal smoke, with notes of orange blossom, iodine, and sticky molasses.","(50cl, 57%)"
Nectar Grove 2023 release (Wemyss Malts),Wemyss Malts,Scotland,Wemyss Malts,Scotch Whisky,0.0,0.0,70,46,54.99,0,"Fruit cake, with wafts of cinnamon, earthy vanilla pod, and red berries.","Zesty citrus and fragrant, nutty spice.","Tinned peaches, rich vanilla, orange peel, and ginger.","(70cl, 46%)"
Tormore 26 Year Old 1995 - Mission Gold (Murray McDavid),Tormore,Scotland,Murray McDavid,Scotch Whisky,0.0,0.0,70,44,199.0,0,"Orange chocolate, vanilla, apple.","Light caramel, sweet spice, oak.","Boozy raisins, allspice, rich malt.","(70cl, 44.1%)"
Benriach 11 Year Old 2011 (cask 2372) - Infrequent Flyers (Alistair Walker),Benriach,Scotland,Alistair Walker,Scotch Whisky,0.0,0.0,70,57,75.82,0,"More red fruits, raspberry cordial, redcurrants, with oaky vanilla, and a touch of orange oil.","Peppery spice, with dried cranberries lingering.","Ripe summer berries, crunchy cherries, waffle cone, and toasted oats.","(70cl, 57.2%)"
Taisteal Explorer's Malt,Taisteal,Scotland,Taisteal,Scotch Whisky,0.0,0.0,70,40,31.95,0,"Biscuity malt and nougat, with citrus curd and lemon blossom.",A drizzle of treacle lingers alongside oily orange.,"Floral heather honey, tobacco and fresh, sweet malt.","(70cl, 40%)"
Glenburgie 9 Year Old 2012 (cask 9598) - The Cooper's Choice (The Vintage Malt Whisky Co.),Glenburgie,Scotland,The Vintage Malt Whisky Co.,Scotch Whisky,0.0,0.0,70,56,74.24,0,"Maple syrup and more sweet sultanas lead, with chocolatey malt and jammy stone fruits.","Baking spices creep towards the end, joined by sweet orange zest, burnt caramel, and cinnamon.","Sweet hedgerow fruits, freshly baked biscuits, and candied ginger, with sticky sultanas and drizzles of honey.","(70cl, 56%)"
Glen Moray 12 Year Old - Elgin Heritage,Glen Moray,Scotland,Glen Moray,Scotch Whisky,4.5,19.0,70,40,37.0,2,"Chewy barley with a drizzle of syrup, a touch of apricot and crushed honey-roasted nuts.",White chocolate and oak.,"Crisp green apple skin, rhubarb boiled sweets, buttery shortbread, with subtly herbaceous oak developing.","(70cl, 40%)"
The Woodsman,The Woodsman,Scotland,The Woodsman,Scotch Whisky,3.5,57.0,70,40,31.2,2,"Creamy vanilla, ginger root, slight grain sweetness.",A touch of smoke underneath spearmint and cinnamon.,"Sandalwood, honey, almond slices and sawdust.","(70cl, 40%)"
Tobermory 17 Year Old 2004 Oloroso Cask,Tobermory,Scotland,Tobermory,Scotch Whisky,0.0,0.0,70,55,129.9,0,"Christmas cake, toffee, Lion Bars, and subtle whiffs of dry oak.","Lingering tangy orange, festive spices, and a touch of leather.","Fragrant raspberries and blackberries, with malty vanilla and toasted cassia underneath.","(70cl, 55.9%)"
The English - Double Cask,The English Whisky Co,England,The English Whisky Co,English Whisky,0.0,0.0,70,46,51.95,0,"Dark, jammy fruit compote, sweet vanilla and fresh raspberries, orange marmalade, tobacco and rose petals.",Raspberry boiled sweeties and citrus peel linger.,"Creamy vanilla, fruit cake with buckets of raisins and sultanas, wine gums, dates and sweet liquorice.","(70cl, 46%)"
Johnnie Walker Sweet Peat,Johnnie Walker,Scotland,Johnnie Walker,Scotch Whisky,4.5,4.0,50,40,31.44,0,"Sweet and indulgent caramel and fudge, married with charred tropical fruits.","Ripe apples and oranges, followed by a rounded smokiness that stays with you after the last sip.",The warmth of caramel and spices combined with the fresh smokiness of fruit around a campfire.,"(50cl, 40.8%)"
Waterford Arcadian - Gaia 1.1,Waterford Distillery,Ireland,Waterford Distillery,Irish Whiskey,5.0,3.0,70,50,74.94,0,"Vibrant barley notes, supported by more citrus and fruit, as well as a growing touch of earthy spice.","Dried peels, cedar, spring blossom and menthol.","Honey, melted butter, fresh orange oil and a hint of cranberry.","(70cl, 50%)"
GlenAllachie 9 Year Old 2012 CuvÃ©e Cask Finish,GlenAllachie,Scotland,GlenAllachie,Scotch Whisky,0.0,0.0,70,48,55.95,0,"Fruit and nut balance, with cocoa nibs, charred grains, dried currants, and cranberries, joined by candied orange peel, and gingerbread spice.","Warm spices linger, with roasted almonds.","Floral, with orange blossom honey, toasted marzipan and pistachios, and warm cinnamon spice.","(70cl, 48%)"
Raven Rare,Raven,Scotland,Raven,Scotch Whisky,3.5,3.0,70,40,29.46,0,"Buttered scones, biscuity oak and dried grass combine with peach and fresh grapefruit before a dusting of cinnamon emerges.",A herbaceous touch of thyme lingers.,"Vanilla, toffee apple and fried banana, with plenty of nutty malt underneath.","(70cl, 40%)"
Darkness! Glendullan 8 Year Old Oloroso Cask Finish,Glendullan,Scotland,Darkness,Scotch Whisky,0.0,0.0,50,58,71.95,0,"Dark fruit compote, golden syrup and burnt malt, with prickles of cinnamon throughout.",A little bittersweet dark chocolate and more plummy goodness.,"Pinot Noir, plenty of nutty oloroso elements and stewed plums first, followed by tannic wood, leather and blueberries.","(50cl, 58.3%)"
Orkney 19 Year Old - Chorlton Whisky,Chorlton Whisky,Scotland,Chorlton Whisky,Scotch Whisky,0.0,0.0,70,54,115.0,0,"Salted caramel, with oaky spice, lemon zest, and gentle coastal smoke.","Distant bonfires, with dried ginger.","Heather honey, with toasty oak and lemon curd.","(70cl, 54.3%)"
GlenAllachie 10 Year Old Chinquapin Oak Finish,GlenAllachie,Scotland,GlenAllachie,Scotch Whisky,0.0,0.0,70,48,61.5,0,"Chocolate-chip cookies, heather honey, waxy peels, and a hint of earthy barley.","Vanilla pod, crunched peppercorns, caramel.","Pecan and peanut brittle, with a dusting of nutmeg and cinnamon in the background.","(70cl, 48%)"
Tomintoul 18 Year Old 2002 - Sauternes Cask Finish,Tomintoul,Scotland,Tomintoul,Scotch Whisky,0.0,0.0,70,43,110.0,0,"Peach, more citrus, buttery barley, honeyed sweetness developing later on.","Sugared almond, nectarine, brown sugar.","Marmalade, mint imperials, cut grass, brioche, and waxy lemons.","(70cl, 43%)"
Glencadam Origin 1825,Glencadam,Scotland,Glencadam,Scotch Whisky,3.5,7.0,70,40,28.9,1,"Sweet winter spice, vanilla, malt, cooked fruits and fruit salad.",Sweet and fruity.,Mixed fruit - red fruit from the Sherry casks and tropical from the American oak - with creamy Glencadam character.,"(70cl, 40%)"
Dailuaine 10 Year Old Oloroso Cask Finish (Darkness),Dailuaine,Scotland,Darkness,Scotch Whisky,0.0,0.0,50,52,59.95,0,"Vanilla sweetness, nutmeg and clove, stewed fruit, toffee, and apple strudel.","Long, rich, and sweet.","Fruitcake, winter spice, caramelised banana, and a touch of rancio.","(50cl, 52.8%)"
Glenmorangie X,Glenmorangie,Scotland,Glenmorangie,Scotch Whisky,3.5,2.0,70,40,31.0,1,"Lots of vanilla and apricot notes, with more apple coming along too. A hint of flaked almond later on.","The honeyed orchard fruit theme continues on the finish, with a pinch of peppercorn.","Honeyed malt with underlying lemon and apple, plus a touch of nutmeg bringing oaky warmth.","(70cl, 40%)"
